"","date","stream","mean.daily.q","min.daily.q","max.daily.q","sd.daily.q","mean.daily.t","min.daily.t","max.daily.t","sd.daily.t"
"32",2018-04-12,"ws55",NA,Inf,-Inf,NA,NA,NA,-Inf,NA
"33",2018-04-13,"towr",2.95362139101983,2.90077087189466,3.00350604851255,0.0192905247031537,10.5748611111111,9.05,12.3,1.11365173627212
"34",2018-04-13,"ws55",NA,Inf,-Inf,NA,NA,NA,-Inf,NA
"35",2018-04-14,"towr",2.93922751890336,2.90854858181334,2.98422719702532,0.0153329435945772,11.7396527777778,10.66,13.16,0.81010122238823
"36",2018-04-14,"ws55",NA,Inf,-Inf,NA,NA,NA,-Inf,NA
"37",2018-04-15,"towr",6.22820283160119,2.93193923985518,10.8709629890431,2.27350378256694,11.7482638888889,10.29,12.13,0.473129296088162
"38",2018-04-15,"ws55",NA,Inf,-Inf,NA,NA,NA,-Inf,NA
"39",2018-04-16,"towr",4.80025945117383,4.06392018302995,5.96767821681515,0.547506245808031,9.05347222222222,7.62,10.27,0.671625330516621
"40",2018-04-16,"ws55",NA,Inf,-Inf,NA,NA,NA,-Inf,NA
"41",2018-04-17,"towr",3.90864400660355,3.78698153188106,4.08816280040662,0.0732097639618952,9.07815972222222,7.42,10.8,1.30585484657494
"42",2018-04-17,"ws55",NA,Inf,-Inf,NA,NA,NA,-Inf,NA
"43",2018-04-18,"towr",3.66455745838286,3.56736525250554,3.80653407083189,0.0679691401667437,11.0410416666667,9.89,12.56,0.959846618663047
"44",2018-04-18,"ws55",NA,Inf,-Inf,NA,NA,NA,-Inf,NA
"45",2018-04-19,"towr",3.52745385588036,3.38897646372902,3.65813773855162,0.0776524203411055,10.8829513888889,9.37,11.71,0.621453257243721
"46",2018-04-19,"ws55",NA,Inf,-Inf,NA,NA,NA,-Inf,NA
"47",2018-04-20,"towr",3.33930458233702,3.29220360787579,3.40848587562023,0.0279449906560525,9.60347222222222,7.99,11.36,1.10573785064438
"48",2018-04-20,"ws55",NA,Inf,-Inf,NA,NA,NA,-Inf,NA
"49",2018-04-21,"towr",3.26638616635609,3.21662148773591,3.33259888490571,0.0218041930961452,9.85027777777778,8.44,11.45,0.921607022788014
"50",2018-04-21,"ws55",NA,Inf,-Inf,NA,NA,NA,-Inf,NA
