"","date","stream","mean.daily.q","min.daily.q","max.daily.q","sd.daily.q","mean.daily.t","min.daily.t","max.daily.t","sd.daily.t"
"745",2019-04-04,"towr",5.01910078354712,4.81340653400467,5.19299537678072,0.0984949693726284,9.58291666666667,8.32,10.71,0.859676120035264
"746",2019-04-04,"ws55",2.30994960649896,2.25692920787246,2.36566921026477,0.0235597853442828,10.6277881944444,7.836,13.41,1.9988410492953
"747",2019-04-05,"towr",5.81472157086275,5.1030145989085,7.13549950212303,0.553713593205196,10.4835763888889,9.9,11.36,0.494714278286893
"748",2019-04-05,"ws55",2.49089562412393,2.31980756818004,2.73527303413376,0.118998769962348,11.5779166666667,10.41,13.01,0.957786628890191
"749",2019-04-06,"towr",5.06418669325945,4.83851797646965,5.19299537678072,0.087500315449863,11.2068055555556,10.21,12.47,0.810403738823644
"750",2019-04-06,"ws55",2.27337270975061,2.21362333842379,2.35517314852216,0.0322121501064856,12.5575,10.73,14.62,1.45182379595279
"751",2019-04-07,"towr",4.87644828524038,4.71140304017251,5.00709363265468,0.0785444118684679,12.1174305555556,11.24,13.34,0.710212459283097
"752",2019-04-07,"ws55",2.13709930544255,2.01565046840636,2.25218615937569,0.0788292911750548,13.8226736111111,12.58,15.65,1.10980841068633
"753",2019-04-08,"towr",5.62722605611758,4.67798430650839,10.618422190757,1.24251747846159,12.5661111111111,11.86,13.24,0.467118994324456
"754",2019-04-08,"ws55",2.19633372691749,2.00590138694247,2.95700749033566,0.217079847979593,14.0529861111111,13.28,15.12,0.535338741126287
"755",2019-04-09,"towr",6.40952477318621,5.17832422405395,14.3646496573888,1.83323240873516,12.5559375,11.82,13.57,0.382432826990935
"756",2019-04-09,"ws55",2.43233511528092,2.1327932037283,4.51103239545413,0.370176123091382,13.7562152777778,12.63,15.65,0.691602125887657
"757",2019-04-10,"towr",5.67373405682214,5.07169250136605,7.46575193063208,0.388262278979222,12.2431597222222,11.02,13.65,0.861107836514823
"758",2019-04-10,"ws55",2.33418053494081,2.22068330981477,3.2080310916723,0.104676171726313,12.6697916666667,10.83,15.19,1.18594731610867
"759",2019-04-11,"towr",4.92617534175851,4.7698778232185,5.09629524524155,0.0777799377632887,12.5744444444444,11.59,13.66,0.650979725624849
"760",2019-04-11,"ws55",2.17137695663485,2.10360478167508,2.24113691835305,0.0405677475163629,13.0655208333333,12.44,14.03,0.444782066491528
"761",2019-04-12,"towr",5.21780040617021,4.77639552030159,6.83775444741088,0.41303297502796,13.2625347222222,12.83,14.05,0.4121028323547
"762",2019-04-12,"ws55",2.27431724446959,2.11203501236408,2.49164018691138,0.0754531925182337,13.4690625,13.13,14.2,0.332918918857281
"763",2019-04-13,"towr",4.7520026795178,4.61789278933551,4.88782303131934,0.0690732695318192,13.3447569444444,12.56,14.37,0.585250126657825
"764",2019-04-13,"ws55",2.22164170517677,2.15751651889952,2.30620960912915,0.046513963013873,13.5355902777778,13,14.28,0.414588917984553
"765",2019-04-14,"towr",14.8865094802021,4.6790606201248,40.6813473468046,9.62990433470043,13.4409027777778,12.03,14.16,0.560606208960762
"766",2019-04-14,"ws55",6.48287192412594,2.15596746798967,17.3346049391308,4.36079592427013,13.5796527777778,12.63,14.03,0.322737448862354
"767",2019-04-15,"towr",11.1782112884095,8.88410792681201,15.0209203366083,1.70027039339785,11.0316319444444,10.19,12.03,0.555470522794655
"768",2019-04-15,"ws55",6.30295089311915,4.92069926222061,8.44386110909211,0.96270623375983,11.9394097222222,11.18,12.69,0.48754093780682
"769",2019-04-16,"towr",8.02195810482025,7.22727645277102,8.98559851111773,0.527260735597372,10.9715972222222,9.35,12.59,1.16109774034762
"770",2019-04-16,"ws55",4.15725917906228,3.70830545052073,4.91051252711506,0.337632852720067,12.0584722222222,10.5,13.78,1.26233858495194
"771",2019-04-17,"towr",6.67265608946461,6.19844753975703,7.26677472357883,0.295524243831869,11.8508333333333,10.38,13.27,0.987750056550759
"772",2019-04-17,"ws55",3.24543803396365,2.81004953204669,3.71626211631528,0.325568208882248,13.3201388888889,10.71,16.05,1.94677665731459
"773",2019-04-18,"towr",5.96507623724063,5.74094681045253,6.25984590892687,0.118086014198758,12.8029166666667,12.03,13.74,0.563156701445766
"774",2019-04-18,"ws55",2.78463027462125,2.71284911992063,2.85042721403835,0.0314232976370503,14.4884027777778,13,16.17,1.1450786459879
"775",2019-04-19,"towr",20.5115027611316,5.76462275743908,33.5552930708782,8.80593399048026,12.958085106383,NA,13.04,0.0561689337728966
"776",2019-04-19,"ws55",11.829914991034,2.74478565870896,21.9545433974614,6.51189032580903,13.3495833333333,12.35,14.6,0.577812015052193
"777",2019-04-20,"towr",20.8866978293443,17.3178382361704,26.5954238512699,2.64876980350679,NA,NA,-Inf,NA
"778",2019-04-20,"ws55",11.2726888844947,9.07887015356576,14.9485876088742,1.73950613844949,11.4521527777778,10.96,12.34,0.327941872971425
"779",2019-04-21,"towr",15.0294172577738,13.6976773279171,17.315880973485,0.985063769922815,NA,NA,-Inf,NA
"780",2019-04-21,"ws55",8.12327506576451,7.48311043139995,9.09388981221079,0.449584251778386,11.7682291666667,10.9,12.92,0.758973717656993
"781",2019-04-22,"towr",10.0526243988338,8.55438095372516,13.7936294553709,2.11300494443463,11.731884057971,NA,12.76,0.942980106703117
"782",2019-04-22,"ws55",7.22813567155661,6.9961783566983,7.52436836271429,0.139112057312831,12.3532638888889,10.99,13.76,1.0707324855236
"783",2019-04-23,"towr",8.21403850870577,7.8574476963469,8.68272059441527,0.205629306535006,12.1879861111111,10.99,13.33,0.813585071640313
"784",2019-04-23,"ws55",6.96563660741231,6.85040690649963,7.06290510836219,0.0499599842315203,13.1864930555556,12.16,14.21,0.725654235595726
"785",2019-04-24,"towr",7.89397542311481,7.54603542335076,10.5087956369847,0.235544683152736,12.729375,12.01,13.58,0.551429208941517
"786",2019-04-24,"ws55",5.21680475455775,4.14393724336399,7.31912402971325,1.2252277136595,13.3360763888889,12.84,14.08,0.354949406609477
"787",2019-04-25,"towr",7.64702409090912,7.42575851658383,7.92591278992005,0.10954276720508,12.6760069444444,12.15,13.25,0.348466566096087
"788",2019-04-25,"ws55",4.11849010707341,3.97296186058916,4.2534058214837,0.0775691904912237,13.1734027777778,12.96,13.46,0.149146997126456
"789",2019-04-26,"towr",7.25282731600716,6.86341322745302,7.62671419066616,0.22223199024991,12.5035069444444,11.63,13.03,0.351971837179673
"790",2019-04-26,"ws55",3.96727301169768,3.79927564423076,4.10947687184099,0.0851098533028185,12.9757638888889,12.32,13.44,0.259750831721374
"791",2019-04-27,"towr",6.7058141368333,6.49569851774175,7.00532712978607,0.120746030574729,11.8103125,10.68,12.81,0.687887925082181
"792",2019-04-27,"ws55",3.64555416471852,3.41561187078411,3.84059376967749,0.0982066227843617,12.4826736111111,11.65,13.29,0.565014388270571
"793",2019-04-28,"towr",6.29718498868691,6.05222935592334,6.54586317892869,0.139480759299046,12.6640972222222,11.73,13.67,0.660386238156326
"794",2019-04-28,"ws55",3.42083344783085,3.29787473239729,3.69539262014699,0.137846307883049,13.1960069444444,12.62,13.96,0.469073176115315
"795",2019-04-29,"towr",6.07997078739965,5.88367515773238,6.45537294153289,0.076005453912727,11.9955652173913,NA,12.49,0.24586828346626
"796",2019-04-29,"ws55",3.23844009378114,3.16169044753837,3.31579168210829,0.0379131412464531,13.3629166666667,12.63,14.07,0.466310113498753
"797",2019-04-30,"towr",6.28127484488532,6.04577120505816,7.04600685941943,0.185321310523922,NA,NA,-Inf,NA
"798",2019-04-30,"ws55",3.24951825215087,3.1230043880666,3.36790841605438,0.075225128761381,13.7382291666667,13.24,14.3,0.35537092010132
"799",2019-05-01,"towr",6.53996263706369,6.24656603356898,7.25153989006424,0.193342204381539,NA,NA,-Inf,NA
"800",2019-05-01,"ws55",3.12924733998121,2.83196101650374,3.4242312964178,0.221539373739806,13.9111111111111,13.61,14.34,0.221699520763522
"801",2019-05-02,"towr",5.10249023600482,4.6753882656753,8.76403862137884,0.679455132693966,NA,NA,-Inf,NA
"802",2019-05-02,"ws55",3.29027441850601,3.04992387972779,5.23081424288561,0.252258560646702,14.0391666666667,13.72,14.56,0.263155602410702
"803",2019-05-03,"towr",4.65384761284031,4.40445166966896,5.30447781484176,0.217777662849931,NA,NA,-Inf,NA
"804",2019-05-03,"ws55",3.04587184786375,2.90438038249955,3.31579168210829,0.142491961178924,13.8984027777778,13.55,14.17,0.212347631602778
"805",2019-05-04,"towr",5.25326936201396,4.63327454299758,8.81209313898892,0.797971748237828,NA,NA,-Inf,NA
"806",2019-05-04,"ws55",3.30803637409181,2.95253069145748,4.75664909042469,0.297879187479792,13.8951736111111,13.7,14.22,0.130688225417872
"807",2019-05-05,"towr",5.80968652981307,4.98223311451186,8.56842695025851,0.813038811415657,NA,NA,-Inf,NA
"808",2019-05-05,"ws55",3.69298964310645,3.3707619091169,4.3674024931606,0.250141389254405,13.8250694444444,13.54,14.18,0.172626750999565
"809",2019-05-06,"towr",4.86060301280712,4.71278322919965,5.07870509572776,0.0967234524702308,NA,NA,-Inf,NA
"810",2019-05-06,"ws55",3.26374838466592,3.13035625020968,3.39553878903156,0.0747642883184039,13.5589583333333,13.04,13.99,0.320762851060108
"811",2019-05-07,"towr",4.72867943346298,4.5732250634281,4.95957940795752,0.123912388669641,NA,NA,-Inf,NA
"812",2019-05-07,"ws55",3.07181768578787,2.99113320462465,3.15707346481423,0.0486636578054738,13.7409722222222,13.33,14.11,0.25281362885142
"813",2019-05-08,"towr",4.58344103955337,4.40475659725575,5.44528072504859,0.133065124347526,NA,NA,-Inf,NA
"814",2019-05-08,"ws55",2.90068308565692,2.75951689544066,3.30729913344144,0.119135791888267,14.0004513888889,13.6,14.48,0.304209957064456
"815",2019-05-09,"towr",4.30400603688935,4.18556408218913,4.61597449139837,0.120031029277335,NA,NA,-Inf,NA
"816",2019-05-09,"ws55",2.73016020483678,2.64693885224054,2.79781334179747,0.0405890670797252,14.0204166666667,13.9,14.13,0.0722642749603153
"817",2019-05-10,"towr",4.1497352170086,4.05052320470996,5.17662484436456,0.103176432282374,NA,NA,-Inf,NA
"818",2019-05-10,"ws55",2.61949718424219,2.50739043110323,2.72318805613937,0.0730725267642591,14.1152777777778,13.78,14.51,0.275160882795554
"819",2019-05-11,"towr",7.43211063041862,4.20847183662341,15.4065986688635,2.12783568788523,NA,NA,-Inf,NA
"820",2019-05-11,"ws55",4.07820119880955,2.55072994521117,10.4121959792924,1.10358316730744,14.2266319444444,14.11,14.51,0.0606823277350321
"821",2019-05-12,"towr",6.41088866428548,5.54267833737916,7.95040371805386,0.775760290354564,15.1002912621359,NA,15.29,0.149019384912715
"822",2019-05-12,"ws55",3.95932917944776,3.72024339401905,5.30325649334634,0.181507807700857,14.0845138888889,13.92,14.2,0.0689829536193568
"823",2019-05-13,"towr",5.12387169767108,4.35712254988623,5.84784177830645,0.253260311608713,14.2787847222222,13.57,14.85,0.322019296567139
"824",2019-05-13,"ws55",3.54394657190427,3.28752219719289,3.88110239016594,0.185176261862553,13.6034027777778,12.84,13.96,0.276041362336299
"825",2019-05-14,"towr",4.60381735090925,4.38528781891955,4.81340653400467,0.131311729545162,13.1471180555556,12.21,13.84,0.396725745351593
"826",2019-05-14,"ws55",3.09257922260098,2.91949948856775,3.30164300665074,0.132183069201928,12.7636458333333,12.14,13.33,0.39132345744275
"827",2019-05-15,"towr",4.3191743180154,4.22473653812002,4.4460734457309,0.0602282884570054,12.5801736111111,11.2,13.66,0.920513209604999
"828",2019-05-15,"ws55",2.81380762590387,2.71887796514767,2.93733294263587,0.0772751118856911,12.7639583333333,12.03,13.24,0.444406535718757
"829",2019-05-16,"towr",4.13568017555138,4.01362807175088,4.28449088326189,0.078438821901179,13.7483333333333,12.63,14.78,0.788888425403233
"830",2019-05-16,"ws55",2.63464297069112,2.5290174362401,2.7612523691218,0.0754425851497244,13.3188541666667,12.61,13.95,0.491350701393192
"831",2019-05-17,"towr",4.04215322846363,3.88224399909922,4.6371689008935,0.132713112001581,14.5083680555556,13.65,15.38,0.662417526221705
"832",2019-05-17,"ws55",2.52663728388025,2.41357514624226,2.84866614750661,0.0851175376403279,13.8133333333333,13.27,14.33,0.380349188544528
"833",2019-05-18,"towr",3.87822601964268,3.76260607937732,4.02868542199324,0.0698583910700745,15.2672569444444,14.33,16.11,0.650173745168405
"834",2019-05-18,"ws55",2.3825832901813,2.26167685095788,2.48336894516217,0.0698854066904277,14.2842708333333,13.75,14.83,0.386846658953589
"835",2019-05-19,"towr",3.60166801103406,3.41779419476801,3.81828784776001,0.11364969431843,15.8146527777778,15.13,16.53,0.48839124830491
"836",2019-05-19,"ws55",2.25970658985273,2.11510440000159,2.37861693901048,0.0823237221538891,14.5985416666667,14.19,15.12,0.289013626506814
"837",2019-05-20,"towr",3.40076560184866,3.24384703173281,3.56641534066117,0.1095477424728,15.8945833333333,15.27,16.58,0.448084385718515
"838",2019-05-20,"ws55",2.14822539621642,2.02542131243487,2.27515345086652,0.0787400532450991,14.5868402777778,14.23,15.06,0.257634810641493
"839",2019-05-21,"towr",3.24413617679345,3.06080007393595,3.40755568668749,0.110633560355906,15.6876388888889,14.59,16.58,0.680371886535306
"840",2019-05-21,"ws55",2.03190890985549,1.88696982211196,2.14668392308722,0.0864650106303323,14.4649305555556,13.82,15,0.386213633589522
"841",2019-05-22,"towr",3.06204190607363,2.9024984230594,3.20937919212152,0.0979558237784308,16.2748611111111,15.4,17.07,0.625696530188597
"842",2019-05-22,"ws55",1.88930276368655,1.80121955045793,1.99393240501307,0.0618359640923277,14.8393402777778,14.46,15.31,0.314139356616665
"843",2019-05-23,"towr",3.01412335460139,2.82437468558455,3.5304050363929,0.128934852662752,16.9411805555556,16.47,17.64,0.391023844194456
"844",2019-05-23,"ws55",1.87584954384853,1.76856506857255,2.33665585809599,0.0875471703361414,15.1523958333333,14.8,15.59,0.269763394038306
"845",2019-05-24,"towr",2.89311485622172,2.69440499057197,3.05106912193001,0.102867569901245,16.9509375,16.26,17.62,0.457102855460763
"846",2019-05-24,"ws55",1.78167612029922,1.67018901867215,1.88696982211196,0.0665806235655135,15.2157291666667,14.77,15.63,0.293228139380822
"847",2019-05-25,"towr",2.76379156382173,2.55095548716083,2.94497132188099,0.122805522093461,17.1229513888889,16.37,17.88,0.514334559834912
"848",2019-05-25,"ws55",1.67177490855631,1.52783125628898,1.77139366524476,0.0816873539269076,15.3243402777778,14.86,15.79,0.317230363174434
"849",2019-05-26,"towr",2.64485262395286,2.44215266087706,2.80223401067817,0.116518878061615,17.1829861111111,16.47,17.94,0.495198661238236
"850",2019-05-26,"ws55",1.42821247251306,0.980501065995796,1.70686309467147,0.270652325961387,15.4235069444444,14.94,16.03,0.336725148653288
"851",2019-05-27,"towr",2.58056857138346,2.37949701996007,2.72201820631555,0.101170318394592,17.0822569444444,16.26,17.86,0.543760403356319
"852",2019-05-27,"ws55",1.13158307642108,0.992928259426746,1.30279340673921,0.0858444419378995,15.4948263888889,15.02,15.99,0.323643194721214
"853",2019-05-28,"towr",2.52991397991196,2.3402293577031,2.68439597407675,0.113725274517083,17.2726388888889,16.45,17.99,0.529630712330825
"854",2019-05-28,"ws55",1.03423833600037,0.857672941201206,1.28382112599426,0.133006984565384,15.579375,15.05,16.17,0.372841464753749
"855",2019-05-29,"towr",2.49653374988741,2.34962615160667,3.81240887339223,0.106876803465867,17.4742160278746,NA,18.21,0.498820982667331
"856",2019-05-29,"ws55",0.937354825074226,0.839526702311502,1.29849814169876,0.0659125377217406,15.7295138888889,15.22,16.33,0.33254342382054
"857",2019-05-30,"towr",2.47164686187906,2.27416556260407,2.6288277451222,0.115077776442884,17.5186111111111,16.77,18.17,0.468144995423666
"858",2019-05-30,"ws55",0.957478417189469,0.834017676815461,1.06900178276442,0.06746309796075,15.7430555555556,15.32,16.35,0.293222579661566
"859",2019-05-31,"towr",2.41119372932904,2.22882218039526,2.57543021797845,0.113533049135176,17.4311805555556,16.68,17.97,0.311516458427909
"860",2019-05-31,"ws55",0.920604547658946,0.801314666831548,1.00760862077373,0.0665752793201023,15.6090277777778,15.16,16.07,0.209894014882622
"861",2019-06-01,"towr",2.32835518720374,2.152178,2.4886299854964,0.106448735557614,16.7230208333333,15.65,17.6,0.63294916121237
"862",2019-06-01,"ws55",1.01767929780474,0.944711368757864,1.0955002344931,0.040842223289718,15.0749652777778,14.45,15.54,0.342329586551461
"863",2019-06-02,"towr",2.24888485416667,2.067893,2.412714,0.110276385618056,16.7989583333333,15.73,17.72,0.679377373028112
"864",2019-06-02,"ws55",1.06561177604167,0.9649348,1.158684,0.0609919777416671,15.1546527777778,14.59,15.65,0.368431865200871
"865",2019-06-03,"towr",2.14661940277778,1.948332,2.333974,0.131291858263846,16.9411805555556,16.06,17.71,0.543752603778014
"866",2019-06-03,"ws55",0.9442844625,0.7730737,1.098905,0.108170546241307,15.2841319444444,14.82,15.88,0.301157945214042
"867",2019-06-04,"towr",2.09466636111111,1.920383,2.231883,0.0947443373636042,16.8110763888889,15.75,17.61,0.648440547752984
"868",2019-06-04,"ws55",0.848628379513889,0.7457748,0.9357279,0.0519607532557484,15.1544791666667,14.64,15.6,0.315212012469192
"869",2019-06-05,"towr",2.386925125,2.121417,3.415932,0.312634432710564,17.2272569444444,16.94,17.54,0.166278522335069
"870",2019-06-05,"ws55",0.882314059722222,0.7320596,1.096067,0.0874438156555371,15.3139930555556,15.14,15.5,0.0972497769425191
"871",2019-06-06,"towr",2.4371555,2.281119,3.194014,0.198077102683732,17.3414930555556,17.12,17.62,0.184461340161901
"872",2019-06-06,"ws55",0.814421063541667,0.7624837,1.105158,0.0566806171170557,15.2915625,15.09,15.55,0.15037695810734
"873",2019-06-07,"towr",3.62681185416667,2.467745,9.396863,1.39333253075069,17.3773263888889,16.83,18.03,0.261466257671049
"874",2019-06-07,"ws55",1.50365691180556,0.8072158,6.385793,0.882490774179416,15.4464930555556,15.21,16.39,0.213216269669918
"875",2019-06-08,"towr",6.32188870486111,2.723696,20.47551,3.19766165844862,17.0227083333333,16.75,17.42,0.209336828258922
"876",2019-06-08,"ws55",4.28036959375,2.295039,9.657642,1.39757415140503,15.3303472222222,15.13,15.68,0.132635641934666
"877",2019-06-09,"towr",4.33681446527778,3.803598,5.729126,0.436837428910538,17.0835416666667,16.88,17.48,0.156113372320957
"878",2019-06-09,"ws55",3.064715875,2.831961,3.579133,0.171660664541596,15.3052430555556,15.17,15.52,0.110642453718485
"879",2019-06-10,"towr",8.22865535763889,3.627444,26.62578,3.52630895877295,16.9088194444444,16.62,17.67,0.155372976129018
"880",2019-06-10,"ws55",4.59566115625,2.68451,9.214459,1.18771076390455,15.295,15.14,15.84,0.0898081579060657
"881",2019-06-11,"towr",4.772557125,3.945694,6.272159,0.674090778310255,16.7757986111111,16.34,17.31,0.31964819685736
"882",2019-06-11,"ws55",3.64760774652778,3.041752,4.666741,0.50311801773183,15.1942708333333,14.89,15.62,0.231856970170674
"883",2019-06-12,"towr",3.6188288125,3.346422,7.51923,0.299204361908931,16.5168402777778,16.25,16.86,0.197120602401707
"884",2019-06-12,"ws55",2.04396541666667,1.304636,3.103744,0.759482211068464,14.8761458333333,14.69,15.09,0.122747607610967
"885",2019-06-13,"towr",3.12579515972222,2.907684,3.383412,0.164772624400965,16.2492013888889,15.31,16.7,0.294575323681577
"886",2019-06-13,"ws55",1.25161477430556,1.109717,1.458524,0.10062251935347,14.7622569444444,14.33,15.25,0.196028805624412
"887",2019-06-14,"towr",2.81063207638889,2.662769,2.986853,0.103738123382861,15.4678819444444,14.36,16.47,0.691913994338431
"888",2019-06-14,"ws55",1.19504002083333,1.110858,1.279555,0.0517261833991054,14.239375,13.51,14.83,0.430395197617729
"889",2019-06-15,"towr",2.66616559722222,2.533076,2.788649,0.0769128211071438,15.7850347222222,14.36,16.81,0.923460390524045
"890",2019-06-15,"ws55",1.01030464097222,0.8415341,1.176784,0.117174410027149,14.5169791666667,13.76,15.07,0.477696534065861
"891",2019-06-16,"towr",2.55502057638889,2.430198,2.705267,0.0912487822881342,17.1560763888889,16.31,17.92,0.601848101269372
"892",2019-06-16,"ws55",0.870738727430556,0.770661,0.9510764,0.0593314374224114,15.3918402777778,14.85,15.89,0.42374029195617
"893",2019-06-17,"towr",2.55310332291667,2.330069,3.944699,0.283647233224854,17.7358680555556,17.14,18.32,0.40276216595026
"894",2019-06-17,"ws55",0.817840223611111,0.7268879,0.9189253,0.0524304751300513,15.8582986111111,15.47,16.35,0.262215608809412
"895",2019-06-18,"towr",3.67471230902778,2.521728,15.87909,1.9709282141439,17.6876736111111,17.23,18.52,0.256590763528966
"896",2019-06-18,"ws55",1.05666331631944,0.819574,3.85475,0.35641946596951,15.7386111111111,15.5,16.3,0.171878780358243
"897",2019-06-19,"towr",2.80648320138889,2.611521,3.089189,0.138074688753581,17.8640277777778,17.48,18.43,0.331347832323208
"898",2019-06-19,"ws55",0.941007727777778,0.8617297,1.054472,0.0487380598475569,15.8696180555556,15.56,16.31,0.277353458096627
"899",2019-06-20,"towr",2.96727287152778,2.564811,5.059412,0.561428839918058,17.9255208333333,17.48,18.33,0.252401164808159
"900",2019-06-20,"ws55",1.02113465972222,0.8991543,1.711734,0.151152120486322,16.0282986111111,15.65,16.29,0.188351239088988
"901",2019-06-21,"towr",2.41132917708333,2.228822,2.59837,0.118714230916007,17.9821180555556,17.3,18.68,0.45695709199413
"902",2019-06-21,"ws55",0.863093649652778,0.7320596,0.963331,0.0747417034773201,16.0540625,15.6,16.55,0.324253884241952
"903",2019-06-22,"towr",2.46421768055556,2.231883,3.654295,0.291717198421222,18.1927430555556,17.55,18.78,0.42886501610903
"904",2019-06-22,"ws55",0.926456013194444,0.8330178,1.262555,0.076223082516287,16.1325694444444,15.62,16.6,0.330529606759573
"905",2019-06-23,"towr",2.74610478472222,2.221179,8.426922,1.05577581774288,18.2013194444444,17.78,18.71,0.254005532403679
"906",2019-06-23,"ws55",1.210742753125,0.8657953,5.799936,0.590817634148899,16.1727777777778,15.83,17.02,0.215285061632924
"907",2019-06-24,"towr",2.54948887847222,2.201362,4.280357,0.362089785232142,18.4515277777778,17.9,19.24,0.447969199172098
"908",2019-06-24,"ws55",1.24423358055556,0.9902206,1.977529,0.133249590820137,16.364375,15.92,16.98,0.327990861498428
"909",2019-06-25,"towr",2.28373455902778,2.079733,2.478178,0.122272356633689,18.0495833333333,17.56,18.6,0.334660626891837
"910",2019-06-25,"ws55",1.02168389201389,0.8551419,1.158102,0.106008604212323,16.0134375,15.6,16.39,0.24611190391948
"911",2019-06-26,"towr",2.09106982638889,1.960573,4.082096,0.138209268302082,17.9736805555556,17,18.82,0.626244540994828
"912",2019-06-26,"ws55",0.75269315,0.5582517,1.022937,0.174673555837527,16.1379513888889,15.59,16.72,0.410790396969022
"913",2019-06-27,"towr",1.98441580555556,1.835554,2.102017,0.0875225844940184,18.3527083333333,17.5,19.2,0.578444048652592
"914",2019-06-27,"ws55",0.661946736805556,0.5919598,0.7653652,0.0423570262541704,16.4334375,15.9,17.05,0.398470494210171
"915",2019-06-28,"towr",1.89731518402778,1.593667,2.146912,0.0864067483736028,18.5527777777778,17.65,19.28,0.54064543237344
"916",2019-06-28,"ws55",0.644031008680556,0.4721932,0.7687333,0.111666754946817,16.4843055555556,15.9,17.11,0.398195674025012
"917",2019-06-29,"towr",1.85448765972222,1.660503,2.108723,0.103702684461685,18.6096180555556,17.78,19.36,0.539623878516505
"918",2019-06-29,"ws55",0.619834884375,0.569946,0.6980547,0.030927837144543,16.5218055555556,15.99,17.13,0.344218860727483
"919",2019-06-30,"towr",1.75919472569444,1.590391,1.900432,0.0964077575903901,18.7603125,17.72,19.66,0.667718231887614
"920",2019-06-30,"ws55",0.607799749652778,0.4516239,0.7381933,0.0829386899437169,16.6757986111111,16.06,17.26,0.438275112553495
"921",2019-07-01,"towr",1.67657429513889,1.501205,1.812536,0.101792228209321,19.2141319444444,18.35,20.05,0.596647962279578
"922",2019-07-01,"ws55",0.631366768402778,0.5528602,0.6861234,0.0341277384333037,16.9955555555556,16.45,17.57,0.358098496908591
"923",2019-07-02,"towr",1.60366788541667,1.433064,1.730643,0.091935797629624,19.2273263888889,18.27,20.04,0.593140937589671
"924",2019-07-02,"ws55",0.634855328472222,0.5376471,0.7287665,0.0553107407016357,17.0149652777778,16.42,17.63,0.402949057625201
"925",2019-07-03,"towr",1.68301329861111,1.439937,3.689915,0.39026102913313,19.4475,18.67,20.15,0.497655828903683
"926",2019-07-03,"ws55",0.619919076041667,0.531129,0.7998425,0.0541326571349822,17.1230902777778,16.63,17.59,0.331637000100204
"927",2019-07-04,"towr",1.61661009027778,1.448707,1.82368,0.0953710354061327,19.5085069444444,18.68,20.2,0.497001664991045
"928",2019-07-04,"ws55",0.601764039583333,0.4741191,0.6870378,0.055307004977977,17.1182986111111,16.56,17.63,0.385980205299549
"929",2019-07-05,"towr",2.13303825694444,1.521675,5.752779,0.911204048289604,19.5430902777778,19.06,20.25,0.257985695338377
"930",2019-07-05,"ws55",0.812097721180556,0.5792127,4.583101,0.480706615550621,17.1978125,16.81,17.92,0.236347953164729
"931",2019-07-06,"towr",1.67822240972222,1.535822,1.924671,0.100082577194854,19.7101388888889,19.22,20.29,0.355452278240101
"932",2019-07-06,"ws55",0.678851556597222,0.5145938,0.7648846,0.0433677646989711,17.1684375,16.82,17.6,0.261124590625372
"933",2019-07-07,"towr",1.59891555902778,1.498018,2.05461,0.0997468217512411,19.8420833333333,19.29,20.53,0.392225624821417
"934",2019-07-07,"ws55",0.658640649652778,0.6074249,0.7954334,0.0284813452610554,17.29625,16.85,17.8,0.308057587720083
"935",2019-07-08,"towr",1.47253553125,1.328162,1.605486,0.0969068247012842,20.0585416666667,19.35,20.79,0.514127207716423
"936",2019-07-08,"ws55",0.598820591319444,0.4979052,0.6602983,0.0419336951375388,17.4496875,16.86,18.11,0.437303552211737
"937",2019-07-09,"towr",1.37341338194444,1.263215,1.481497,0.0728417626897447,20.2764930555556,19.77,20.74,0.312439864519804
"938",2019-07-09,"ws55",0.447748268402778,0.3150741,0.5894002,0.0931526664123824,17.6128125,17.2,17.91,0.211320898664906
"939",2019-07-10,"towr",1.313518125,1.150778,1.421849,0.0828336419275876,20.4779513888889,19.92,21.18,0.389730056311403
"940",2019-07-10,"ws55",0.338841008680556,0.2946284,0.3892831,0.0263634472981235,17.7336805555556,17.3,18.28,0.311025608203851
"941",2019-07-11,"towr",1.34421916666667,1.194026,2.971989,0.120428056476053,20.4570486111111,19.91,20.96,0.339247945256023
"942",2019-07-11,"ws55",0.460274714236111,0.3537988,0.7548242,0.0833615557702696,17.7667361111111,17.33,18.32,0.279250689420131
"943",2019-07-12,"towr",1.32786623611111,1.237424,1.402629,0.048135613523265,20.4866319444444,20.11,20.93,0.266416619756758
"944",2019-07-12,"ws55",0.35664828125,0.2556403,0.4818587,0.0681222566138605,17.7122569444444,17.37,18.1,0.240123610633487
"945",2019-07-13,"towr",1.33166695138889,1.227524,1.657165,0.0909854812668674,20.4889930555556,20.11,21,0.254347617942454
"946",2019-07-13,"ws55",0.329030405902778,0.2927729,0.4979052,0.0290644899011373,17.7123263888889,17.42,18.08,0.192834544083244
"947",2019-07-14,"towr",1.42421755902778,1.156992,3.525679,0.407971382559473,20.2933680555556,19.84,20.78,0.2006820511802
"948",2019-07-14,"ws55",0.504565218402778,0.3282949,2.876019,0.320047667233379,17.54125,17.31,18.06,0.164490025962412
"949",2019-07-15,"towr",1.23886304761664,1.113818,1.37903129684287,0.0741795032405376,20.1055147058824,NA,20.79,0.480203400712658
"950",2019-07-15,"ws55",0.470576434375,0.3221371,0.5246476,0.0490673446022135,17.5141666666667,17.03,18.04,0.365332171891301
