"","date","stream","m","mean_temp","month","year","trt_yr","decomp_month"
"290",2018-05-21,"towr","19",14.9408229166667,5,2018,"WTF",6
"291",2018-05-21,"towr","37",14.7921041666667,5,2018,"WTF",6
"292",2018-05-21,"towr","59",14.6550833333333,5,2018,"WTF",6
"293",2018-05-21,"towr","83",14.5352291666667,5,2018,"WTF",6
"294",2018-05-21,"towr","99",14.5853645833333,5,2018,"WTF",6
"295",2018-05-22,"c55","0",14.7779375,5,2018,"WTF",6
"296",2018-05-22,"c55","100",14.62375,5,2018,"WTF",6
"297",2018-05-22,"c55","118",14.49325,5,2018,"WTF",6
"298",2018-05-22,"c55","21",14.6226875,5,2018,"WTF",6
"299",2018-05-22,"c55","39",14.444,5,2018,"WTF",6
"300",2018-05-22,"c55","58",14.58125,5,2018,"WTF",6
"301",2018-05-22,"c55","82",14.4025104166667,5,2018,"WTF",6
"302",2018-05-22,"towr","0",15.0442291666667,5,2018,"WTF",6
"303",2018-05-22,"towr","118",14.6449375,5,2018,"WTF",6
"304",2018-05-22,"towr","19",15.10890625,5,2018,"WTF",6
"305",2018-05-22,"towr","37",14.9510104166667,5,2018,"WTF",6
"306",2018-05-22,"towr","59",14.8059270833333,5,2018,"WTF",6
"307",2018-05-22,"towr","83",14.66821875,5,2018,"WTF",6
"308",2018-05-22,"towr","99",14.7206145833333,5,2018,"WTF",6
"309",2018-05-23,"c55","0",14.8917708333333,5,2018,"WTF",6
"310",2018-05-23,"c55","100",14.7259479166667,5,2018,"WTF",6
"311",2018-05-23,"c55","118",14.5991875,5,2018,"WTF",6
"312",2018-05-23,"c55","21",14.7273645833333,5,2018,"WTF",6
"313",2018-05-23,"c55","39",14.5282291666667,5,2018,"WTF",6
"314",2018-05-23,"c55","58",14.6828229166667,5,2018,"WTF",6
"315",2018-05-23,"c55","82",14.5349791666667,5,2018,"WTF",6
"316",2018-05-23,"towr","0",15.2503958333333,5,2018,"WTF",6
"317",2018-05-23,"towr","118",14.82715625,5,2018,"WTF",6
"318",2018-05-23,"towr","19",15.3301979166667,5,2018,"WTF",6
"319",2018-05-23,"towr","37",15.1622083333333,5,2018,"WTF",6
"320",2018-05-23,"towr","59",14.9993020833333,5,2018,"WTF",6
"321",2018-05-23,"towr","83",14.8588645833333,5,2018,"WTF",6
"322",2018-05-23,"towr","99",14.9114479166667,5,2018,"WTF",6
"323",2018-05-24,"c55","0",15.0550729166667,5,2018,"WTF",6
"324",2018-05-24,"c55","100",14.87278125,5,2018,"WTF",6
"325",2018-05-24,"c55","118",14.7433125,5,2018,"WTF",6
"326",2018-05-24,"c55","21",14.8725625,5,2018,"WTF",6
